Index,m/z,Calibrated m/z,Calculated m/z,Peak Height,Peak Area,Resolving Power,S/N,Ion Charge,m/z Error (ppm),m/z Error Score,Isotopologue Similarity,Confidence Score,DBE,H/C,O/C,Heteroatom Class,Ion Type,Is Isotopologue,Mono Isotopic Index,Molecular Formula,C,H,O,S,N,13C,34S,P,18O,15N
1242,310.178073,310.17740876792055,310.1774735422757,4567693.5,nan,334818.5,29.03,-1,-0.20882997861509953,0.6614121701232459,0.962611388847916,0.781891857613114,0.0,2.3076923076923075,0.38461538461538464,13C1 S1 O5,de-protonated,1,1228,C13 H30 O5 S1 13C1,13,30,5,1,,1,,,,
1244,310.202927,310.20226267118977,310.2023818854108,1362712.8,nan,261108.3,7.03,-1,-0.38431110772586663,0.9735568398962012,0.0,0.5841341039377207,4.0,1.7058823529411764,0.23529411764705882,N1 O4,de-protonated,0,,C17 H29 O4 N1,17,29,4,,1,,,,,
1248,311.041475,311.0408074075936,311.0408554307743,11828248.0,nan,335474.7,78.88,-1,-0.15439508940186353,0.497841997711374,0.8759295984134849,0.6490770379922184,8.0,0.9230769230769231,0.6923076923076923,O9,de-protonated,0,,C13 H12 O9,13,12,9,,,,,,,
1248,311.041475,311.0408074075936,311.04069323952206,11828248.0,nan,335474.7,78.88,-1,0.36705188108560693,0.9758503323842038,0.0,0.5855101994305223,3.0,2.125,0.375,N4 S2 P1 O3,de-protonated,0,,C8 H17 O3 S2 N4 P1,8,17,3,2,4,,,1,,
1249,311.056727,311.0560593482334,311.0561115720592,1491486.5,nan,405288.7,7.91,-1,-0.1678919777911399,0.9948984333431574,0.0,0.5969390600058945,12.0,0.7058823529411765,0.35294117647058826,O6,de-protonated,0,,C17 H12 O6,17,12,6,,,,,,,
1250,311.069728,311.069060297634,311.0689987316812,3430436.5,nan,373524.8,21.22,-1,0.19791735296794896,0.9929176220447147,0.0,0.5957505732268288,7.0,1.2142857142857142,0.42857142857142855,P1 O6,de-protonated,0,,C14 H17 O6 P1,14,17,6,,,,,1,,
1252,311.077798,311.0771302662259,311.07724094015856,36072488.0,nan,332428.9,245.32,-1,-0.3557763735688505,0.9817394276376024,0.9923021061167407,0.9859644990292578,7.0,1.1428571428571428,0.5714285714285714,O8,de-protonated,0,,C14 H16 O8,14,16,8,,,,,,,
1252,311.077798,311.0771302662259,311.0770787489064,36072488.0,nan,332428.9,245.32,-1,0.1656095000585086,0.6614650055744112,0.9246111968188826,0.7667234820721998,2.0,2.3333333333333335,0.2222222222222222,N4 S2 P1 O2,de-protonated,0,,C9 H21 O2 S2 N4 P1,9,21,2,2,4,,,1,,
1253,311.080988,311.0803202538105,311.08023212097345,3113513.5,nan,291161.6,19.05,-1,0.2833122389319714,0.9855414154597723,0.0,0.5913248492758634,7.0,1.3076923076923077,0.38461538461538464,N2 P1 O5,de-protonated,0,,C13 H17 O5 N2 P1,13,17,5,,2,,,1,,
1255,311.09318,311.09251220635974,311.09249708144347,5337135.0,nan,344199.7,34.31,-1,0.04861871120642923,0.9995711873577499,0.0,0.5997427124146499,11.0,0.8888888888888888,0.2777777777777778,O5,de-protonated,0,,C18 H16 O5,18,16,5,,,,,,,
1256,311.106104,311.1054361560601,311.10538424106545,3060789.0,nan,300099.4,18.69,-1,0.1668726973503782,0.9949600331477599,0.0,0.5969760198886559,6.0,1.4,0.3333333333333333,P1 O5,de-protonated,0,,C15 H21 O5 P1,15,21,5,,,,,1,,
1258,311.114146,311.1134781247609,311.1136264495429,47221816.0,nan,327554.4,321.87,-1,-0.4767543733009203,0.4797982810744406,0.859523230357577,0.6316882607876952,6.0,1.3333333333333333,0.4666666666666667,O7,de-protonated,0,,C15 H20 O7,15,20,7,,,,,,,
1258,311.114146,311.1134781247609,311.1134642582907,47221816.0,nan,327554.4,321.87,-1,0.0445704598561517,0.6665460636738393,0.9252965724844963,0.7700462671981021,1.0,2.5,0.1,N4 S2 P1 O1,de-protonated,0,,C10 H25 O1 S2 N4 P1,10,25,1,2,4,,,1,,
1260,311.14256,311.1418920141747,311.1417697504498,13683782.0,nan,329514.7,91.62,-1,0.39295182065196776,0.48618557915297267,0.8515483793228098,0.6323306992209075,5.0,1.5625,0.25,P1 O4,de-protonated,0,,C16 H25 O4 P1,16,25,4,,,,,1,,
1262,311.150575,311.1499069829806,311.15001195892717,15518793.0,nan,330589.4,104.21,-1,-0.337380499827053,0.9847451045353082,0.9831171469831477,0.984093921514444,5.0,1.5,0.375,O6,de-protonated,0,,C16 H24 O6,16,24,6,,,,,,,
1263,311.163615,311.16294693222943,311.16289911854915,2610255.3,nan,334683.7,15.59,-1,0.15366125080483733,0.9957248381715736,0.0,0.5974349029029442,0.0,2.230769230769231,0.46153846153846156,P1 O6,de-protonated,0,,C13 H29 O6 P1,13,29,6,,,,,1,,
1264,311.169262,311.16859391025156,311.16863940358206,77163600.0,nan,331390.7,527.43,-1,-0.1462015278622847,0.49902739943670243,0.9450081457774954,0.6774196979730196,4.0,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,,C17 H28 O3 S1,17,28,3,1,,,,,,
1266,311.186966,311.1862978413483,311.18639746831144,2237530.0,nan,366755.7,13.03,-1,-0.32015205026092514,0.9815738689261825,0.0,0.5889443213557095,4.0,1.6470588235294117,0.29411764705882354,O5,de-protonated,0,,C17 H28 O5,17,28,5,,,,,,,
1267,312.036739,312.03606753406484,312.0361044029673,1521885.3,nan,364303.8,7.88,-1,-0.11815588619720463,0.9974700345117395,0.0,0.5984820207070437,8.0,0.9166666666666666,0.75,N1 O9,de-protonated,0,,C12 H11 O9 N1,12,11,9,,1,,,,,
1269,312.073042,312.072370392775,312.07248991235156,3737069.8,nan,299412.4,22.63,-1,-0.382986583038176,0.9737363873014957,0.0,0.5842418323808974,7.0,1.1538461538461537,0.6153846153846154,N1 O8,de-protonated,0,,C13 H15 O8 N1,13,15,8,,1,,,,,
1270,312.081181,312.08050936109834,312.0805957752309,5136881.5,nan,322643.6,31.96,-1,-0.27689684567912887,0.9861843159421512,0.9923021061167407,0.988631432011987,7.0,1.2307692307692308,0.6153846153846154,13C1 O8,de-protonated,1,1252,C13 H16 O8 13C1,13,16,8,,,1,,,,
1270,312.081181,312.08050936109834,312.0804335839787,5136881.5,nan,322643.6,31.96,-1,0.24281278640747753,0.659572772014049,0.9246111968188826,0.7655881419359825,2.0,2.625,0.25,13C1 N4 S2 P1 O2,de-protonated,1,1252,C8 H21 O2 S2 N4 13C1 P1,8,21,2,2,4,1,,1,,
1272,312.109488,312.10881625092856,312.1088754217359,3467262.5,nan,351950.8,20.83,-1,-0.18958386637682512,0.9934995833412661,0.0,0.5960997500047597,6.0,1.3571428571428572,0.5,N1 O7,de-protonated,0,,C14 H19 O7 N1,14,19,7,,1,,,,,
1273,312.11749,312.11681821978505,312.116819093363,7218690.0,nan,341193.1,45.82,-1,-0.002798881401936687,0.6666657190531361,0.9252965724844963,0.7701180604256802,1.0,2.7777777777777777,0.1111111111111111,13C1 N4 S2 P1 O1,de-protonated,1,1258,C9 H25 O1 S2 N4 13C1 P1,9,25,1,2,4,1,,1,,
1275,312.145958,312.1452861089887,312.14526093112016,3618319.0,nan,373181.2,21.84,-1,0.08066074266207579,0.9988201632038658,0.0,0.5992920979223194,5.0,1.5333333333333334,0.4,N1 O6,de-protonated,0,,C15 H23 O6 N1,15,23,6,,1,,,,,
1276,312.153965,312.1532930778258,312.15336679399945,2351122.8,nan,340273.8,13.4,-1,-0.23615370350851675,0.989931892109585,0.9831171469831477,0.9872059940590101,5.0,1.6,0.4,13C1 O6,de-protonated,1,1262,C15 H24 O6 13C1,15,24,6,,,1,,,,
1277,312.172663,312.17199100505394,312.17199423865435,12826139.0,nan,325711.0,83.17,-1,-0.010358393671873509,0.4999902657066515,0.9450081457774954,0.677997417734989,4.0,1.75,0.1875,13C1 S1 O3,de-protonated,1,1264,C16 H28 O3 S1 13C1,16,28,3,1,,1,,,,
1281,313.0208,313.02012470413774,313.020119985868,2575261.3,nan,346486.3,14.89,-1,0.015073375270627755,0.9999587745030731,0.0,0.5999752647018438,8.0,0.8333333333333334,0.8333333333333334,O10,de-protonated,0,,C12 H10 O10,12,10,10,,,,,,,
1282,313.035943,313.0352676452017,313.0353761271529,2228132.3,nan,335255.4,12.58,-1,-0.34654853564392807,0.9784444727939271,0.0,0.5870666836763563,12.0,0.625,0.4375,O7,de-protonated,0,,C16 H10 O7,16,10,7,,,,,,,
1282,313.035943,313.0352676452017,313.0352139359007,2228132.3,nan,335255.4,12.58,-1,0.1715759078753073,0.9946727012145667,0.0,0.59680362072874,7.0,1.3636363636363635,0.09090909090909091,N4 S2 P1 O1,de-protonated,0,,C11 H15 O1 S2 N4 P1,11,15,1,2,4,,,1,,
1283,313.046437,313.04576160435954,313.04576136333037,1746856.9,nan,326299.0,9.37,-1,0.0007699486774919729,0.9999998924334202,0.0,0.5999999354600521,11.0,0.8823529411764706,0.11764705882352941,S1 P1 O2,de-protonated,0,,C17 H15 O2 S1 P1,17,15,2,1,,,,1,,
1285,313.057141,313.05646556269994,313.0565054952523,18259886.0,nan,325456.3,119.36,-1,-0.12755701171961756,0.9793833162497978,0.9853375236106877,0.9817649991941537,7.0,1.0769230769230769,0.6923076923076923,O9,de-protonated,0,,C13 H14 O9,13,14,9,,,,,,,
1285,313.057141,313.05646556269994,313.05634330400005,18259886.0,nan,325456.3,119.36,-1,0.3905325750595699,0.6574012574508652,0.9239131285791934,0.7640060059021965,2.0,2.375,0.375,N4 S2 P1 O3,de-protonated,0,,C8 H19 O3 S2 N4 P1,8,19,3,2,4,,,1,,
1286,313.069989,313.06931351269606,313.0692597130927,1936307.6,nan,313654.5,10.63,-1,0.17184569122228913,0.9946559797958874,0.0,0.5967935878775324,15.0,0.6666666666666666,0.047619047619047616,S1 O1,de-protonated,0,,C21 H14 O1 S1,21,14,1,1,,,,,,
1286,313.069989,313.06931351269606,313.0693926548743,1936307.6,nan,313654.5,10.63,-1,-0.2527943648338285,0.9884714917996623,0.0,0.5930828950797974,2.0,1.9,0.9,P1 O9,de-protonated,0,,C10 H19 O9 P1,10,19,9,,,,,1,,
1287,313.085376,313.0847004528104,313.0846487961592,8224698.5,nan,328193.5,52.52,-1,0.16499260323376824,0.9849114613009006,0.8063230488789216,0.913476096332109,6.0,1.3571428571428572,0.42857142857142855,P1 O6,de-protonated,0,,C14 H19 O6 P1,14,19,6,,,,,1,,
1288,313.087844,313.0871684432051,313.0870177778221,1716667.8,nan,407517.0,9.17,-1,0.481225264652025,0.9588511024646053,0.0,0.5753106614787631,15.0,0.6666666666666666,0.14285714285714285,O3,de-protonated,0,,C21 H14 O3,21,14,3,,,,,,,
1289,313.093462,313.09278642134,313.0928910046366,41521088.0,nan,329835.9,274.3,-1,-0.3340328049884845,0.9783076699672277,0.9989208006933733,0.986552922257686,6.0,1.2857142857142858,0.5714285714285714,O8,de-protonated,0,,C14 H18 O8,14,18,8,,,,,,,
1290,313.106561,313.10588537035926,313.1057781642586,3150276.3,nan,336322.3,18.72,-1,0.3423957912684664,0.9789525410617926,0.0,0.5873715246370755,1.0,2.090909090909091,0.7272727272727273,P1 O8,de-protonated,0,,C11 H23 O8 P1,11,23,8,,,,,1,,
1291,313.112186,313.111510348467,313.1115184492915,1409222.8,nan,390943.1,7.12,-1,-0.025872010573732184,0.9998785527136975,0.0,0.5999271316282185,5.0,1.4666666666666666,0.3333333333333333,S1 O5,de-protonated,0,,C15 H22 O5 S1,15,22,5,1,,,,,,
1292,313.12175,313.1210743112443,313.12103430554345,4250571.0,nan,327693.1,26.05,-1,0.12776433537242518,0.9970424636247913,0.0,0.5982254781748748,5.0,1.5333333333333334,0.3333333333333333,P1 O5,de-protonated,0,,C15 H23 O5 P1,15,23,5,,,,,1,,
1294,313.129823,313.12914727982445,313.1292765140209,35000272.0,nan,329396.6,230.87,-1,-0.41271834392035517,0.9845481480878912,0.9814702808992859,0.983317001212449,5.0,1.4666666666666666,0.4666666666666667,O7,de-protonated,0,,C15 H22 O7,15,22,7,,,,,,,
1296,313.142995,313.14231922855953,313.14216367364287,2694612.8,nan,356895.7,15.68,-1,0.4967549397843427,0.9562123469120761,0.0,0.5737274081472457,0.0,2.25,0.5833333333333334,P1 O7,de-protonated,0,,C12 H27 O7 P1,12,27,7,,,,,1,,
1297,313.148562,313.147886206893,313.1479039586758,2108887.3,nan,398547.9,11.78,-1,-0.05668817366919241,0.9994170757158078,0.0,0.5996502454294846,4.0,1.625,0.25,S1 O4,de-protonated,0,,C16 H26 O4 S1,16,26,4,1,,,,,,
1298,313.158172,313.1574961694912,313.1574198149278,2320347.8,nan,353837.9,13.19,-1,0.24382166471966363,0.9892710267365685,0.0,0.593562616041941,4.0,1.6875,0.25,P1 O4,de-protonated,0,,C16 H27 O4 P1,16,27,4,,,,,1,,
1299,313.166234,313.16555813811425,313.16566202340516,12287967.0,nan,319149.0,79.58,-1,-0.331726314566735,0.988674294391781,0.9820790388977171,0.9860361921941554,4.0,1.625,0.375,O6,de-protonated,0,,C16 H26 O6,16,26,6,,,,,,,
1300,313.202697,313.20202099620167,313.2020475327895,2135024.0,nan,372725.9,11.96,-1,-0.08472673800813244,0.9986982967588455,0.0,0.5992189780553072,3.0,1.7647058823529411,0.29411764705882354,O5,de-protonated,0,,C17 H30 O5,17,30,5,,,,,,,
1301,314.052497,314.0518176888132,314.0517544674453,1485170.1,nan,439671.0,7.63,-1,0.20130875563074618,0.992673721936129,0.0,0.5956042331616774,7.0,1.0833333333333333,0.75,N1 O9,de-protonated,0,,C12 H13 O9 N1,12,13,9,,1,,,,,
1302,314.060394,314.0597146580783,314.05986033032457,2941301.8,nan,371747.8,17.32,-1,-0.46383592644741783,0.9617145924026943,0.9853375236106877,0.9711637648858917,7.0,1.1666666666666667,0.75,13C1 O9,de-protonated,1,1285,C12 H14 O9 13C1,12,14,9,,,1,,,,
1302,314.060394,314.0597146580783,314.0596981390724,2941301.8,nan,371747.8,17.32,-1,0.052598298967934304,0.6663320889861817,0.9239131285791934,0.7693645048233864,2.0,2.7142857142857144,0.42857142857142855,13C1 N4 S2 P1 O3,de-protonated,1,1285,C7 H19 O3 S2 N4 13C1 P1,7,19,3,2,4,1,,1,,
1303,314.065338,314.0646586388365,314.0645086852857,1821048.0,nan,423572.7,9.86,-1,0.4774609884709785,0.9594791683096233,0.0,0.5756875009857739,15.0,0.65,0.05,N1 S1 O1,de-protonated,0,,C20 H13 O1 S1 N1,20,13,1,1,1,,,,,
1304,314.088801,314.0881215475194,314.08800363123146,3978626.8,nan,370046.9,24.23,-1,0.3754243605952532,0.9747502409356633,0.8063230488789216,0.9073793641129666,6.0,1.4615384615384615,0.46153846153846156,13C1 P1 O6,de-protonated,1,1287,C13 H19 O6 13C1 P1,13,19,6,,,1,,1,,
1304,314.088801,314.0881215475194,314.0881399768296,3978626.8,nan,370046.9,24.23,-1,-0.058675600479281616,0.9993754988105708,0.0,0.5996252992863425,6.0,1.3076923076923077,0.6153846153846154,N1 O8,de-protonated,0,,C13 H17 O8 N1,13,17,8,,1,,,,,
1305,314.096812,314.0961325163409,314.0962458397089,6393222.5,nan,342913.6,40.32,-1,-0.36079185758812177,0.976657438601135,0.9989208006933733,0.9855627834380303,6.0,1.3846153846153846,0.6153846153846154,13C1 O8,de-protonated,1,1289,C13 H18 O8 13C1,13,18,8,,,1,,,,
1306,314.125193,314.1245134058832,314.1245254862139,3099027.3,nan,343536.6,18.38,-1,-0.03845713948197671,0.9997316821828762,0.0,0.5998390093097257,5.0,1.5,0.5,N1 O7,de-protonated,0,,C14 H21 O7 N1,14,21,7,,1,,,,,
1307,314.133295,314.13261537435045,314.1326313490932,6617495.0,nan,338434.1,41.81,-1,-0.050853496673348944,0.9995308695978135,0.9814702808992859,0.9923066341184024,5.0,1.5714285714285714,0.5,13C1 O7,de-protonated,1,1294,C14 H22 O7 13C1,14,22,7,,,1,,,,
1309,314.161537,314.16085726443373,314.16091099559816,3807651.8,nan,354067.4,23.1,-1,-0.17103071243871393,0.9947064135895989,0.0,0.5968238481537593,4.0,1.6666666666666667,0.4,N1 O6,de-protonated,0,,C15 H25 O6 N1,15,25,6,,1,,,,,
1310,314.169657,314.16897723283097,314.16901685847745,2452391.5,nan,355802.3,14.07,-1,-0.1261284351839354,0.9971176070497179,0.9820790388977171,0.9911021797889176,4.0,1.7333333333333334,0.4,13C1 O6,de-protonated,1,1299,C15 H26 O6 13C1,15,26,6,,,1,,,,
1311,314.197891,314.19721112294536,314.1972965049825,1757620.3,nan,367372.6,9.44,-1,-0.27174656840577727,0.9866900754309449,0.0,0.5920140452585669,3.0,1.8125,0.3125,N1 O5,de-protonated,0,,C16 H29 O5 N1,16,29,5,,1,,,,,
1315,315.015168,315.0144849421351,315.0146406822466,2100007.0,nan,338091.7,11.72,-1,-0.4943900739273905,0.9566191125361908,0.0,0.5739714675217145,12.0,0.5333333333333333,0.5333333333333333,O8,de-protonated,0,,C15 H8 O8,15,8,8,,,,,,,
1315,315.015168,315.0144849421351,315.01447849099435,2100007.0,nan,338091.7,11.72,-1,0.020478870575729634,0.9999239061940072,0.0,0.5999543437164043,7.0,1.3,0.2,N4 S2 P1 O2,de-protonated,0,,C10 H13 O2 S2 N4 P1,10,13,2,2,4,,,1,,
1316,315.028346,315.02766289084684,315.02752784186856,1661741.1,nan,377243.8,8.8,-1,0.4286894520126434,0.9672041701295709,0.0,0.5803225020777425,7.0,1.0833333333333333,0.6666666666666666,P1 O8,de-protonated,0,,C12 H13 O8 P1,12,13,8,,,,,1,,
1317,315.036453,315.0357698592947,315.035770050346,5701425.0,nan,321324.8,35.71,-1,-0.0006064431959419477,0.9999999332680111,0.0,0.5999999599608066,7.0,1.0,0.8333333333333334,O10,de-protonated,0,,C12 H12 O10,12,12,10,,,,,,,
1318,315.051588,315.05090480038984,315.0510261916309,3453751.8,nan,328514.9,20.74,-1,-0.3853066042464249,0.9734215081286397,0.0,0.5840529048771838,11.0,0.75,0.4375,O7,de-protonated,0,,C16 H12 O7,16,12,7,,,,,,,
1318,315.051588,315.05090480038984,315.05086400037874,3453751.8,nan,328514.9,20.74,-1,0.12950293355317716,0.9969615477717327,0.0,0.5981769286630396,6.0,1.5454545454545454,0.09090909090909091,N4 S2 P1 O1,de-protonated,0,,C11 H17 O1 S2 N4 P1,11,17,1,2,4,,,1,,
1319,315.055109,315.0544257866863,315.05439749500084,1541433.3,nan,316775.2,8.0,-1,0.08979936696008252,0.9985378811040638,0.0,0.5991227286624383,6.0,1.2307692307692308,0.5384615384615384,S1 O7,de-protonated,0,,C13 H16 O7 S1,13,16,7,1,,,,,,
1320,315.064709,315.06402574932343,315.0639133512529,8727358.0,nan,342852.0,55.86,-1,0.3567468877853435,0.9877330771954991,0.8403593598554528,0.9287835902594805,6.0,1.3076923076923077,0.5384615384615384,P1 O7,de-protonated,0,,C13 H17 O7 P1,13,17,7,,,,,1,,
1321,315.072825,315.0721417177363,315.0721555597303,21517122.0,nan,326902.6,141.05,-1,-0.04393277450085887,0.9997727209403088,0.994041374007505,0.9974801821671873,6.0,1.2307692307692308,0.6923076923076923,O9,de-protonated,0,,C13 H16 O9,13,16,9,,,,,,,
1323,315.088056,315.0873726584578,315.0874117010152,3907400.3,nan,341872.4,23.76,-1,-0.12391024181115505,0.997217959657453,0.0,0.5983307757944718,10.0,0.9411764705882353,0.35294117647058826,O6,de-protonated,0,,C17 H16 O6,17,16,6,,,,,,,
1324,315.101024,315.1003406079869,315.10029886063717,19858254.0,nan,318240.7,130.0,-1,0.13248908320064653,0.9944697114048964,0.9239242465209457,0.9662515254513161,5.0,1.5,0.42857142857142855,P1 O6,de-protonated,0,,C14 H21 O6 P1,14,21,6,,,,,1,,
1325,315.109155,315.10847157634134,315.1085410691146,37901136.0,nan,325257.8,250.19,-1,-0.22053598746662953,0.9930407578933229,0.9980854648624922,0.9950586406809907,5.0,1.4285714285714286,0.5714285714285714,O8,de-protonated,0,,C14 H20 O8,14,20,8,,,,,,,
1327,315.122233,315.1215495254423,315.1214282287366,1477975.6,nan,243269.0,7.57,-1,0.3849205252960159,0.9734740325671397,0.0,0.5840844195402838,0.0,2.272727272727273,0.7272727272727273,P1 O8,de-protonated,0,,C11 H25 O8 P1,11,25,8,,,,,1,,
1328,315.124557,315.12387351639734,315.12379721039946,2365272.8,nan,376668.8,13.48,-1,0.24214609799366268,0.9894172008235397,0.0,0.5936503204941238,9.0,1.1111111111111112,0.2777777777777778,O5,de-protonated,0,,C18 H20 O5,18,20,5,,,,,,,
1329,315.137354,315.13667046659197,315.13668437002144,5909342.5,nan,315834.2,37.09,-1,-0.04411872741490724,0.9996468793691905,0.0,0.5997881276215142,4.0,1.6666666666666667,0.3333333333333333,P1 O5,de-protonated,0,,C15 H25 O5 P1,15,25,5,,,,,1,,
1330,315.145485,315.1448014349464,315.1449265784989,33477474.0,nan,323958.7,220.72,-1,-0.39709842029765946,0.9767433397923508,0.9956581664597994,0.9843092704593304,4.0,1.6,0.4666666666666667,O7,de-protonated,0,,C15 H24 O7,15,24,7,,,,,,,
1332,315.181884,315.1812002932829,315.18131208788316,16175987.0,nan,318458.8,105.48,-1,-0.3546993300110844,0.9777495020819826,0.9789401545636628,0.9782257630746547,3.0,1.75,0.375,O6,de-protonated,0,,C16 H28 O6,16,28,6,,,,,,,
1335,316.067986,316.06729884460844,316.0672681863252,3456772.3,nan,335070.3,20.75,-1,0.09699923513405496,0.998294232712,0.8403593598554528,0.9351202835693811,6.0,1.4166666666666667,0.5833333333333334,13C1 P1 O7,de-protonated,1,1320,C12 H17 O7 13C1 P1,12,17,7,,,1,,1,,
1335,316.067986,316.06729884460844,316.0674045319233,3456772.3,nan,335070.3,20.75,-1,-0.334382202382258,0.9799163755437601,0.0,0.5879498253262561,6.0,1.25,0.75,N1 O9,de-protonated,0,,C12 H15 O9 N1,12,15,9,,1,,,,,
1336,316.07619,316.07550281267874,316.07551039480256,2881800.0,nan,362444.7,16.92,-1,-0.023988330569716686,0.99989559261814,0.994041374007505,0.997553905173886,6.0,1.3333333333333333,0.75,13C1 O9,de-protonated,1,1321,C12 H16 O9 13C1,12,16,9,,,1,,,,
1338,316.096089,316.0954017352326,316.09554783283016,1418001.1,nan,432713.7,7.17,-1,-0.46219441737262645,0.9619798870174043,0.0,0.5771879322104426,5.0,1.5384615384615385,0.46153846153846156,N1 P1 O6,de-protonated,0,,C13 H20 O6 N1 P1,13,20,6,,1,,,1,,
1339,316.104407,316.1037197028593,316.10365369570945,5228821.0,nan,335609.4,32.56,-1,0.2088148904773635,0.9921193895694312,0.9239242465209457,0.964841332350037,5.0,1.6153846153846154,0.46153846153846156,13C1 P1 O6,de-protonated,1,1324,C13 H21 O6 13C1 P1,13,21,6,,,1,,1,,
1339,316.104407,316.1037197028593,316.1037900413076,5228821.0,nan,335609.4,32.56,-1,-0.22251694076587986,0.9910560254862422,0.0,0.5946336152917453,5.0,1.4615384615384615,0.6153846153846154,N1 O8,de-protonated,0,,C13 H19 O8 N1,13,19,8,,1,,,,,
1341,316.11253,316.11184267124486,316.1118959041869,5878040.5,nan,317535.4,36.88,-1,-0.16839904706643616,0.9948676505212681,0.9980854648624922,0.9961547762577578,5.0,1.5384615384615385,0.6153846153846154,13C1 O8,de-protonated,1,1325,C13 H20 O8 13C1,13,20,8,,,1,,,,
1343,316.148868,316.1481805298188,316.14828141357117,5669161.0,nan,320450.5,35.49,-1,-0.3191026436847957,0.9816933560082504,0.9956581664597994,0.9872792801888699,4.0,1.7142857142857142,0.5,13C1 O7,de-protonated,1,1330,C14 H24 O7 13C1,14,24,7,,,1,,,,
1344,316.177107,316.1764194199137,316.17656106007615,3002677.8,nan,329887.3,17.73,-1,-0.44797805999527734,0.9642411015868124,0.0,0.5785446609520875,3.0,1.8,0.4,N1 O6,de-protonated,0,,C15 H27 O6 N1,15,27,6,,1,,,,,
1345,316.185244,316.18455638824486,316.18466692295544,3301689.5,nan,305574.9,19.72,-1,-0.3495890919126746,0.978068761049623,0.9789401545636628,0.9784173184552389,3.0,1.8666666666666667,0.4,13C1 O6,de-protonated,1,1332,C15 H28 O6 13C1,15,28,6,,,1,,,,
1346,316.21368,316.21299227757305,316.2129465694605,1712966.3,nan,410892.9,9.14,-1,0.14454851726303153,0.9962159391309803,0.0,0.5977295634785882,2.0,1.9375,0.3125,N1 O5,de-protonated,0,,C16 H31 O5 N1,16,31,5,,1,,,,,
1348,317.030978,317.03028709668104,317.0302907467246,6010552.0,nan,339747.4,37.76,-1,-0.011513232788988748,0.9999759484440456,0.0,0.5999855690664273,11.0,0.6666666666666666,0.5333333333333333,O8,de-protonated,0,,C15 H10 O8,15,10,8,,,,,,,
1351,317.052033,317.0513420147358,317.051420114824,6339265.5,nan,330436.8,39.95,-1,-0.24633256078394242,0.9890501336549442,0.0,0.5934300801929665,6.0,1.1666666666666667,0.8333333333333334,O10,de-protonated,0,,C12 H14 O10,12,14,10,,,,,,,
1353,317.06732,317.06662895523937,317.0666762561089,7234248.5,nan,323166.1,45.91,-1,-0.14918272111701134,0.4979849571470417,0.8515483793228098,0.6394103260173489,10.0,0.875,0.4375,O7,de-protonated,0,,C16 H14 O7,16,14,7,,,,,,,
1353,317.06732,317.06662895523937,317.06651406485673,7234248.5,nan,323166.1,45.91,-1,0.3623541986835196,0.9764572434960858,0.0,0.5858743460976514,5.0,1.7272727272727273,0.09090909090909091,N4 S2 P1 O1,de-protonated,0,,C11 H19 O1 S2 N4 P1,11,19,1,2,4,,,1,,
1356,317.088458,317.0877668729711,317.08780562420833,14935762.0,nan,320517.9,97.21,-1,-0.1222097997903178,0.9982704870941996,0.9972384351693973,0.9978576663242786,5.0,1.3846153846153846,0.6923076923076923,O9,de-protonated,0,,C13 H18 O9,13,18,9,,,,,,,
1361,317.116765,317.1160737628013,317.11594892511516,23488224.0,nan,320704.6,154.18,-1,0.3936657445554681,0.9855716545861245,0.8320583981935478,0.9241663520290938,4.0,1.6428571428571428,0.42857142857142855,P1 O6,de-protonated,0,,C14 H23 O6 P1,14,23,6,,,,,1,,
1362,317.124872,317.1241807312492,317.1241911335926,32102114.0,nan,324672.1,211.55,-1,-0.03280211244877561,0.9911683258244913,0.9925421887674043,0.9917178710016565,4.0,1.5714285714285714,0.5714285714285714,O8,de-protonated,0,,C14 H22 O8,14,22,8,,,,,,,
1365,317.140019,317.13932767229767,317.13944727487745,8187625.5,nan,322920.5,52.26,-1,-0.37712930641217496,0.48726166780628316,0.8360345439488928,0.626770818263327,8.0,1.2222222222222223,0.2777777777777778,O5,de-protonated,0,,C18 H22 O5,18,22,5,,,,,,,
1366,317.153083,317.1523916214531,317.15233443449944,4165359.5,nan,318162.7,25.47,-1,0.18031383485250585,0.9941179121379238,0.0,0.5964707472827543,3.0,1.8,0.3333333333333333,P1 O5,de-protonated,0,,C15 H27 O5 P1,15,27,5,,,,,1,,
1367,317.161229,317.1605375897492,317.1605766429769,19949300.0,nan,322777.5,130.6,-1,-0.12313392822782465,0.4986263311789275,0.859523230357577,0.6429850908503874,3.0,1.7333333333333334,0.4666666666666667,O7,de-protonated,0,,C15 H26 O7,15,26,7,,,,,,,
1368,317.176522,317.1758305302294,317.1758327842618,1532666.0,nan,322374.5,7.93,-1,-0.007106570388423358,0.9999908362768025,0.0,0.5999945017660815,7.0,1.368421052631579,0.21052631578947367,O4,de-protonated,0,,C19 H26 O4,19,26,4,,,,,,,
1369,317.197559,317.1968674483543,317.1969621523612,4677379.5,nan,314158.2,28.88,-1,-0.2985653024030527,0.9839555449392398,0.0,0.5903733269635438,2.0,1.875,0.375,O6,de-protonated,0,,C16 H30 O6,16,30,6,,,,,,,
